Rep	Year	RepSeason	NInds	NInd_stage1	NInd_stage2	NJuvs	NOccupPatches	Occup/Suit	min_X	max_X	min_Y	max_Y
89	0	0	2	0	2	2	1	0.0833333	16687	18987	33087	35037
89	10	0	44	20	24	12	4	0.333333	19487	45537	16137	31487
89	20	0	118	21	97	10	11	0.916667	16687	45637	13237	35037
89	30	0	175	19	156	13	12	1	16687	45637	13237	35037
89	40	0	198	19	179	13	12	1	16687	45637	13237	35037
89	50	0	182	17	165	19	11	0.916667	16687	45637	13237	35037
89	60	0	208	13	195	9	12	1	16687	45637	13237	35037
89	70	0	201	21	180	0	11	0.916667	16687	45637	13237	35037
90	0	0	2	0	2	2	1	0.0833333	16687	18987	33087	35037
90	10	0	7	5	2	0	0	0	60337	37	37987	37
90	20	0	2	0	2	0	0	0	60337	37	37987	37
90	30	0	1	0	1	0	0	0	60337	37	37987	37
90	33	0	0	0	0	0	0	0	0	0	0	0
91	0	0	2	0	2	5	1	0.0833333	16687	18987	33087	35037
91	10	0	26	3	23	7	2	0.166667	28937	45537	16687	31487
91	20	0	78	13	65	17	8	0.666667	19487	45587	13237	31487
91	30	0	117	18	99	8	10	0.833333	19487	45637	13237	31487
91	40	0	150	10	140	17	11	0.916667	16687	45637	13237	35037
91	50	0	140	5	135	10	10	0.833333	16687	45637	13237	35037
91	60	0	166	10	156	20	11	0.916667	16687	45637	13237	35037
91	70	0	191	15	176	0	12	1	16687	45637	13237	35037
92	0	0	2	0	2	3	1	0.0833333	16687	18987	33087	35037
92	10	0	4	2	2	0	0	0	60337	37	37987	37
92	20	0	1	0	1	0	0	0	60337	37	37987	37
92	30	0	1	0	1	0	0	0	60337	37	37987	37
92	40	0	1	0	1	0	0	0	60337	37	37987	37
92	42	0	0	0	0	0	0	0	0	0	0	0
93	0	0	2	0	2	2	1	0.0833333	16687	18987	33087	35037
93	10	0	4	1	3	4	1	0.0833333	28937	34587	16687	22587
93	20	0	5	0	5	0	1	0.0833333	42787	45637	19487	21937
93	30	0	4	0	4	0	1	0.0833333	42787	45637	19487	21937
93	40	0	1	0	1	0	0	0	60337	37	37987	37
93	45	0	0	0	0	0	0	0	0	0	0	0
94	0	0	2	0	2	5	1	0.0833333	16687	18987	33087	35037
94	10	0	34	10	24	3	3	0.25	16687	34587	13237	35037
94	20	0	91	16	75	12	10	0.833333	16687	45637	13237	35037
94	30	0	147	13	134	16	12	1	16687	45637	13237	35037
94	40	0	161	16	145	14	12	1	16687	45637	13237	35037
94	50	0	165	20	145	15	12	1	16687	45637	13237	35037
94	60	0	182	12	170	7	12	1	16687	45637	13237	35037
94	70	0	194	19	175	0	12	1	16687	45637	13237	35037
95	0	0	2	0	2	5	1	0.0833333	16687	18987	33087	35037
95	10	0	30	8	22	11	5	0.416667	16687	45537	13237	35037
95	20	0	99	21	78	10	10	0.833333	16687	45637	13237	35037
95	30	0	115	8	107	13	9	0.75	16687	45637	13237	35037
95	40	0	133	10	123	9	9	0.75	16687	45637	13237	35037
95	50	0	151	17	134	11	11	0.916667	16687	45637	13237	35037
95	60	0	152	16	136	12	12	1	16687	45637	13237	35037
95	70	0	172	17	155	0	11	0.916667	16687	45637	13237	35037
96	0	0	2	0	2	1	1	0.0833333	16687	18987	33087	35037
96	10	0	2	0	2	0	0	0	60337	37	37987	37
96	20	0	1	0	1	0	0	0	60337	37	37987	37
96	30	0	0	0	0	0	0	0	0	0	0	0
97	0	0	2	0	2	2	1	0.0833333	16687	18987	33087	35037
97	2	0	0	0	0	0	0	0	0	0	0	0
98	0	0	2	0	2	4	1	0.0833333	16687	18987	33087	35037
98	10	0	44	19	25	6	5	0.416667	19487	39487	13237	30587
98	20	0	91	9	82	5	8	0.666667	19487	45637	13237	30987
98	30	0	118	16	102	4	10	0.833333	16687	45637	13237	35037
98	40	0	124	12	112	7	10	0.833333	16687	45637	13237	35037
98	50	0	132	15	117	14	12	1	16687	45637	13237	35037
98	60	0	178	19	159	16	12	1	16687	45637	13237	35037
98	70	0	182	22	160	0	11	0.916667	16687	45637	13237	35037
99	0	0	2	0	2	4	1	0.0833333	16687	18987	33087	35037
99	5	0	0	0	0	0	0	0	0	0	0	0
